Asset	DateMin	DateMax	TotalDays	DateDiffDays
OW20Q242225	2024-04-22	2024-05-07	2	15
OW20Q242250	2024-02-21	2024-05-15	35	84
OW20Q242325	2024-04-23	2024-05-17	10	24
OW20Q242350	2024-03-26	2024-05-17	30	52
OW20Q242425	2024-04-22	2024-05-17	18	25
OW20Q242450	2024-03-13	2024-05-17	28	65
OW20Q242525	2024-04-23	2024-05-17	14	24
OW20Q242550	2024-04-09	2024-05-17	16	38
OW20Q242600	2024-04-23	2024-05-17	8	24
OW20Q242800	2024-05-07	2024-05-07	1	0
OW20R221300	2022-05-27	2022-05-27	1	0
OW20R221350	2022-05-16	2022-05-20	2	4
OW20R221400	2022-05-06	2022-05-25	8	19
OW20R221500	2022-03-01	2022-06-17	38	108
OW20R221575	2022-05-25	2022-06-14	5	20
OW20R221600	2022-02-25	2022-06-17	42	112
OW20R221675	2022-05-23	2022-06-17	17	25
OW20R221700	2022-02-23	2022-06-17	52	114
OW20R221775	2022-05-24	2022-06-13	12	20
OW20R221825	2022-05-27	2022-06-10	8	14
OW20R221850	2022-03-21	2022-06-15	30	86
OW20R221925	2022-05-30	2022-06-02	2	3
OW20R221950	2022-03-21	2022-06-09	21	80
OW20R222025	2022-06-10	2022-06-14	2	4
OW20R222050	2022-03-22	2022-05-17	12	56
OW20R222150	2022-03-24	2022-06-15	16	83
OW20R222250	2022-04-04	2022-04-04	1	0
OW20R222300	2021-07-16	2022-06-15	31	334
OW20R222350	2022-04-07	2022-04-08	2	1
OW20R222450	2022-04-11	2022-04-22	3	11
OW20R222550	2022-05-11	2022-05-11	1	0
OW20R222750	2022-05-11	2022-05-11	1	0
OW20R222800	2022-03-23	2022-05-11	2	49
OW20R231000	2022-10-03	2023-06-05	14	245
OW20R231100	2022-09-05	2023-04-17	33	224
OW20R231200	2022-09-01	2023-06-16	40	288
OW20R231300	2022-06-21	2023-06-16	56	360
OW20R231400	2022-07-01	2023-06-12	74	346
OW20R231500	2022-06-22	2023-06-13	86	356
OW20R231600	2022-07-26	2023-06-14	84	323
OW20R231700	2022-08-24	2023-06-16	88	296
OW20R231775	2023-05-22	2023-06-01	5	10
OW20R231825	2023-05-23	2023-05-31	6	8
OW20R231850	2023-03-30	2023-06-15	43	77
OW20R231925	2023-05-22	2023-06-16	15	25
OW20R231950	2023-04-12	2023-06-16	38	65
OW20R232025	2023-05-23	2023-06-16	14	24
OW20R232050	2023-03-20	2023-06-16	26	88
OW20R232125	2023-06-14	2023-06-16	3	2
OW20R232150	2023-04-18	2023-06-16	10	59
OW20R241750	2024-04-02	2024-04-02	1	0
OW20R241800	2023-06-27	2024-06-12	76	351
OW20R241900	2023-06-27	2024-06-18	81	357
OW20R242000	2023-07-13	2024-06-19	98	342
OW20R242100	2023-06-21	2024-06-17	96	362
OW20R242200	2023-10-04	2024-06-20	100	260
OW20R242225	2024-05-31	2024-05-31	1	0
OW20R242275	2024-05-20	2024-06-20	13	31
OW20R242300	2023-11-20	2024-06-20	94	213
OW20R242350	2024-04-04	2024-06-20	39	77
OW20R242375	2024-05-20	2024-06-20	21	31
OW20R242400	2023-12-28	2024-06-20	80	175
OW20R242475	2024-05-20	2024-06-20	22	31
OW20R242500	2023-12-19	2024-06-20	59	184
OW20R242575	2024-05-20	2024-06-20	12	31
OW20R242600	2024-05-09	2024-06-18	17	40
OW20R242700	2024-05-16	2024-05-20	2	4
OW20R242950	2024-05-24	2024-05-24	1	0
OW20S221300	2022-05-23	2022-07-08	10	46
OW20S221400	2022-05-10	2022-07-08	13	59
OW20S221475	2022-06-20	2022-06-28	5	8
OW20S221500	2022-05-02	2022-07-15	27	74
OW20S221575	2022-06-20	2022-07-15	13	25
OW20S221600	2022-04-25	2022-07-15	31	81
OW20S221675	2022-06-20	2022-07-15	16	25
OW20S221700	2022-04-19	2022-07-15	33	87
OW20S221775	2022-06-28	2022-07-08	2	10
OW20S221850	2022-05-24	2022-06-17	4	24
OW20S221925	2022-06-28	2022-07-08	4	10
OW20S221950	2022-05-18	2022-07-11	6	54
OW20S222000	2022-05-05	2022-05-23	5	18
OW20S222050	2022-05-20	2022-05-23	2	3
OW20S222250	2022-04-22	2022-04-25	2	3
OW20S231500	2023-04-27	2023-06-07	9	41
OW20S231600	2023-04-24	2023-07-05	7	72
OW20S231700	2023-04-25	2023-07-11	26	77
OW20S231850	2023-04-28	2023-07-18	38	81
OW20S231875	2023-06-20	2023-07-20	8	30
OW20S231900	2023-05-04	2023-07-21	39	78
OW20S231950	2023-05-10	2023-07-20	33	71
OW20S232025	2023-06-19	2023-07-20	17	31
OW20S232050	2023-05-02	2023-07-21	35	80
OW20S232125	2023-07-03	2023-07-21	9	18
OW20S232150	2023-05-23	2023-07-21	18	59
OW20S232225	2023-07-19	2023-07-19	1	0
OW20S232250	2023-06-05	2023-06-23	3	18
OW20S242050	2024-04-22	2024-06-12	6	51
OW20S242100	2024-04-22	2024-06-18	10	57
OW20S242200	2024-04-26	2024-06-20	24	55
OW20S242300	2024-04-24	2024-06-20	27	57
OW20S242400	2024-05-09	2024-06-20	22	42
OW20S242500	2024-04-29	2024-06-20	14	52
OW20S242600	2024-05-20	2024-06-06	4	17
OW20T221300	2022-07-05	2022-08-11	11	37
OW20T221375	2022-07-18	2022-08-17	4	30
OW20T221400	2022-05-23	2022-08-19	28	88
OW20T221425	2022-07-18	2022-08-19	7	32
OW20T221475	2022-07-18	2022-07-28	8	10
OW20T221500	2022-05-31	2022-08-19	34	80
OW20T221550	2022-05-31	2022-08-18	31	79
OW20T221575	2022-07-18	2022-08-18	12	31
OW20T221600	2022-05-26	2022-08-18	37	84
OW20T221675	2022-07-20	2022-08-19	17	30
OW20T221700	2022-05-24	2022-08-19	28	87
OW20T221775	2022-07-25	2022-08-03	5	9
OW20T221800	2022-05-24	2022-08-19	14	87
OW20T221825	2022-08-16	2022-08-17	2	1
OW20T221850	2022-07-06	2022-07-06	1	0
OW20T221950	2022-05-23	2022-07-08	5	46
OW20T222050	2022-06-01	2022-07-20	3	49
OW20T222150	2022-06-08	2022-06-10	2	2
OW20T222250	2022-08-09	2022-08-16	3	7
OW20T231600	2023-05-22	2023-07-12	7	51
OW20T231700	2023-05-30	2023-08-16	12	78
OW20T231850	2023-05-22	2023-08-17	20	87
OW20T231925	2023-07-24	2023-08-10	3	17
OW20T231950	2023-06-07	2023-08-17	24	71
OW20T232025	2023-07-25	2023-08-18	14	24
OW20T232050	2023-06-14	2023-08-18	32	65
OW20T232075	2023-07-24	2023-08-18	16	25
OW20T232125	2023-07-24	2023-08-17	13	24
OW20T232150	2023-07-20	2023-08-18	20	29
OW20T232250	2023-07-20	2023-08-09	6	20
OW20T242100	2024-06-18	2024-06-20	2	2
OW20T242200	2024-05-20	2024-06-20	16	31
OW20T242300	2024-05-20	2024-06-20	12	31
OW20T242400	2024-06-13	2024-06-19	3	6
OW20T242500	2024-06-14	2024-06-19	2	5
OW20T242550	2024-05-28	2024-06-18	2	21
OW20U221175	2022-08-31	2022-08-31	1	0
OW20U221275	2022-09-05	2022-09-05	1	0
OW20U221300	2022-05-24	2022-09-16	47	115
OW20U221375	2022-08-29	2022-09-16	13	18
OW20U221400	2022-05-09	2022-09-16	71	130
OW20U221475	2022-08-22	2022-09-16	16	25
OW20U221500	2022-03-02	2022-09-16	78	198
OW20U221575	2022-08-22	2022-09-16	14	25
OW20U221600	2022-04-05	2022-09-16	80	164
OW20U221650	2022-06-27	2022-09-06	26	71
OW20U221675	2022-08-22	2022-08-26	2	4
OW20U221700	2022-02-24	2022-09-16	83	204
OW20U221725	2022-08-22	2022-08-30	2	8
OW20U221850	2022-06-22	2022-08-25	6	64
OW20U221950	2022-06-24	2022-08-23	4	60
OW20U222050	2022-07-08	2022-07-21	3	13
OW20U222600	2021-10-07	2022-07-26	22	292
OW20U231000	2022-09-30	2023-09-12	41	347
OW20U231100	2022-09-20	2023-09-12	37	357
OW20U231200	2022-09-20	2023-09-12	49	357
OW20U231300	2022-09-19	2023-09-12	46	358
OW20U231400	2022-09-19	2023-09-12	54	358
OW20U231500	2022-09-30	2023-09-12	60	347
OW20U231600	2022-10-25	2023-09-11	71	321
OW20U231700	2022-12-05	2023-09-07	69	276
OW20U231825	2023-08-21	2023-09-11	5	21
OW20U231850	2023-06-19	2023-09-15	40	88
OW20U231925	2023-08-21	2023-09-15	12	25
OW20U231950	2023-06-19	2023-09-15	53	88
OW20U232025	2023-08-21	2023-09-15	17	25
OW20U232050	2023-07-10	2023-09-14	41	66
OW20U232125	2023-09-04	2023-09-05	2	1
OW20U232150	2023-07-13	2023-09-07	22	56
OW20U232200	2023-03-17	2023-09-14	34	181
OW20U232250	2023-08-01	2023-08-16	5	15
OW20U241600	2023-09-18	2024-06-12	57	268
OW20U241800	2023-09-27	2024-06-13	55	260
OW20U241900	2023-09-22	2024-06-20	53	272
OW20U242000	2023-09-27	2024-06-20	65	267
OW20U242100	2023-10-13	2024-06-14	48	245
OW20U242200	2023-11-02	2024-06-20	42	231
OW20U242300	2023-11-02	2024-06-20	30	231
OW20U242400	2023-12-18	2024-06-20	20	185
OW20U242500	2024-05-14	2024-06-20	4	37
OW20U242600	2024-04-12	2024-05-20	4	38
OW20V221125	2022-09-23	2022-10-07	6	14
OW20V221150	2022-08-31	2022-10-21	16	51
OW20V221225	2022-09-20	2022-10-19	10	29
OW20V221250	2022-07-18	2022-10-20	36	94
OW20V221275	2022-09-19	2022-10-20	18	31
OW20V221300	2022-07-18	2022-10-21	49	95
OW20V221325	2022-09-19	2022-10-20	13	31
OW20V221350	2022-07-19	2022-10-21	42	94
OW20V221425	2022-09-19	2022-10-21	14	32
OW20V221450	2022-07-26	2022-10-21	29	87
OW20V221525	2022-09-20	2022-10-03	6	13
OW20V221550	2022-07-26	2022-10-21	27	87
OW20V221650	2022-07-19	2022-09-28	8	71
OW20V221750	2022-07-29	2022-09-01	6	34
OW20V221800	2022-08-11	2022-09-16	2	36
OW20V221900	2022-07-21	2022-07-28	4	7
OW20V222100	2022-08-25	2022-10-03	2	39
OW20V231550	2023-10-03	2023-10-03	1	0
OW20V231650	2023-08-22	2023-09-27	3	36
OW20V231700	2023-09-07	2023-10-10	11	33
OW20V231725	2023-10-02	2023-10-11	5	9
OW20V231750	2023-08-18	2023-10-16	26	59
OW20V231800	2023-08-01	2023-10-20	42	80
OW20V231875	2023-09-18	2023-10-20	23	32
OW20V231900	2023-07-24	2023-10-20	51	88
OW20V231975	2023-09-18	2023-10-20	19	32
OW20V232000	2023-07-26	2023-10-20	46	86
OW20V232075	2023-10-16	2023-10-20	5	4
OW20V232100	2023-07-31	2023-10-20	13	81
OW20V232175	2023-09-18	2023-10-18	7	30
OW20V232200	2023-10-17	2023-10-17	1	0
OW20W221000	2022-10-03	2022-11-02	5	30
OW20W221050	2022-09-30	2022-11-16	12	47
OW20W221150	2022-08-31	2022-11-15	30	76
OW20W221175	2022-10-24	2022-11-07	4	14
OW20W221225	2022-10-24	2022-11-08	3	15
OW20W221250	2022-08-22	2022-11-16	38	86
OW20W221325	2022-10-25	2022-11-18	4	24
OW20W221350	2022-08-22	2022-11-15	28	85
OW20W221425	2022-10-24	2022-11-09	8	16
OW20W221450	2022-09-07	2022-11-10	23	64
OW20W221525	2022-10-26	2022-11-14	9	19
OW20W221550	2022-09-16	2022-11-15	14	60
OW20W221625	2022-11-02	2022-11-17	9	15
OW20W221650	2022-11-07	2022-11-18	9	11
OW20W221725	2022-11-09	2022-11-18	6	9
OW20W221750	2022-11-07	2022-11-18	6	11
OW20W221800	2022-11-14	2022-11-18	5	4
OW20W231550	2023-09-27	2023-11-09	6	43
OW20W231650	2023-10-03	2023-10-10	4	7
OW20W231750	2023-09-05	2023-11-06	21	62
OW20W231800	2023-08-22	2023-11-15	36	85
OW20W231825	2023-10-23	2023-10-31	7	8
OW20W231875	2023-10-23	2023-10-26	4	3
OW20W231900	2023-08-21	2023-11-15	33	86
OW20W231950	2023-08-28	2023-11-15	37	79
OW20W231975	2023-10-25	2023-11-07	7	13
OW20W232000	2023-08-31	2023-11-17	28	78
OW20W232075	2023-10-24	2023-11-16	14	23
OW20W232100	2023-10-16	2023-11-15	22	30
OW20W232175	2023-10-25	2023-11-17	16	23
OW20W232200	2023-10-18	2023-11-17	14	30
OW20W232275	2023-11-14	2023-11-17	4	3
OW20W232300	2023-11-14	2023-11-16	3	2
OW20W232500	2023-10-24	2023-11-17	7	24
OW20W232575	2023-11-15	2023-11-17	2	2
OW20X212150	2021-09-21	2021-12-17	47	87
OW20X212225	2021-11-22	2021-12-17	18	25
OW20X221000	2022-10-03	2022-12-16	16	74
OW20X221100	2022-09-05	2022-12-12	38	98
OW20X221200	2022-09-01	2022-12-16	56	106
OW20X221300	2022-05-23	2022-12-16	85	207
OW20X221400	2022-05-19	2022-12-16	87	211
OW20X221450	2022-09-20	2022-12-12	36	83
OW20X221500	2022-03-02	2022-12-16	109	289
OW20X221525	2022-11-21	2022-12-16	2	25
OW20X221575	2022-11-21	2022-12-12	6	21
OW20X221600	2022-03-04	2022-12-15	76	286
OW20X221675	2022-11-21	2022-12-16	19	25
OW20X221700	2022-02-23	2022-12-16	70	296
OW20X221775	2022-11-24	2022-12-16	14	22
OW20X221825	2022-12-13	2022-12-16	2	3
OW20X221850	2022-11-14	2022-12-16	5	32
OW20X221900	2022-01-11	2022-12-14	36	337
OW20X221950	2022-12-13	2022-12-14	2	1
OW20X222400	2021-12-20	2022-05-10	7	141
OW20X222800	2022-01-18	2022-11-16	18	302
OW20X231300	2022-12-20	2023-12-04	68	349
OW20X231400	2022-12-19	2023-10-26	50	311
OW20X231500	2022-12-19	2023-12-11	59	357
OW20X231600	2022-12-19	2023-12-14	75	360
OW20X231700	2022-12-21	2023-12-11	104	355
OW20X231850	2023-09-18	2023-12-06	28	79
OW20X231950	2023-09-18	2023-12-05	33	78
OW20X232025	2023-11-21	2023-11-30	3	9
OW20X232050	2023-10-09	2023-12-11	34	63
OW20X232125	2023-11-20	2023-12-07	13	17
OW20X232150	2023-10-20	2023-12-14	28	55
OW20X232175	2023-11-20	2023-12-15	17	25
OW20X232225	2023-11-20	2023-12-15	19	25
OW20X232250	2023-10-31	2023-12-15	24	45
OW20X232325	2023-12-05	2023-12-15	8	10
OW20X232350	2023-11-20	2023-12-15	12	25
OW20X241800	2024-01-23	2024-06-13	33	142
OW20X241900	2023-12-18	2024-06-13	34	178
OW20X242000	2023-12-20	2024-06-19	26	182
OW20X242100	2023-12-19	2024-06-17	29	181
OW20X242200	2023-12-18	2024-06-20	25	185
OW20X242300	2023-12-20	2024-06-20	19	183
OW20X242400	2024-01-03	2024-06-11	9	160
OW20X242500	2024-01-19	2024-06-18	8	151
OW20X242600	2024-05-09	2024-05-09	1	0
OW20X242700	2024-02-02	2024-06-11	7	130
OW20X242900	2024-05-24	2024-05-27	2	3
